Date,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed
30/04/20,Odisha,-,-,39,1,128
30/04/20,Puducherry,-,-,5,0,8
30/04/20,Punjab,-,-,90,19,357
30/04/20,Rajasthan,-,-,768,51,2438
30/04/20,Tamil Nadu,-,-,1210,27,2162
30/04/20,Telengana,-,-,367,26,1012
30/04/20,Tripura,-,-,2,0,2
30/04/20,Uttarakhand,-,-,36,0,55
30/04/20,Uttar Pradesh,-,-,513,39,2203
30/04/20,West Bengal,-,-,124,22,758
01/05/20,Andaman and Nicobar Islands,-,-,16,0,33
01/05/20,Andhra Pradesh,-,-,403,33,1463
01/05/20,Arunachal Pradesh,-,-,1,0,1
01/05/20,Assam,-,-,29,1,42
01/05/20,Bihar,-,-,82,2,426
01/05/20,Chandigarh,-,-,17,0,56
01/05/20,Chhattisgarh,-,-,36,0,40
01/05/20,Delhi,-,-,1094,59,3515
01/05/20,Goa,-,-,7,0,7
01/05/20,Gujarat,-,-,613,214,4395
01/05/20,Haryana,-,-,209,3,313
01/05/20,Himachal Pradesh,-,-,28,1,40
01/05/20,Jammu and Kashmir,-,-,216,8,614
01/05/20,Jharkhand,-,-,20,3,111
01/05/20,Karnataka,-,-,235,22,576
01/05/20,Kerala,-,-,383,4,497
01/05/20,Ladakh,-,-,16,0,22
01/05/20,Madhya Pradesh,-,-,482,137,2719
01/05/20,Maharashtra,-,-,1773,459,10498
01/05/20,Manipur,-,-,2,0,2
01/05/20,Meghalaya,-,-,0,1,12
01/05/20,Mizoram,-,-,0,0,1
01/05/20,Odisha,-,-,41,1,143
01/05/20,Puducherry,-,-,5,0,8
01/05/20,Punjab,-,-,90,19,357
01/05/20,Rajasthan,-,-,836,58,2584
01/05/20,Tamil Nadu,-,-,1258,27,2323
01/05/20,Telengana,-,-,441,26,1039
01/05/20,Tripura,-,-,2,0,2
01/05/20,Uttarakhand,-,-,36,0,57
01/05/20,Uttar Pradesh,-,-,555,41,2281
01/05/20,West Bengal,-,-,139,33,795
02/05/20,Andaman and Nicobar Islands,-,-,16,0,33
02/05/20,Andhra Pradesh,-,-,403,33,1463
02/05/20,Arunachal Pradesh,-,-,1,0,1
02/05/20,Assam,-,-,32,1,43
02/05/20,Bihar,-,-,98,3,471
02/05/20,Chandigarh,-,-,17,0,88
02/05/20,Chhattisgarh,-,-,36,0,43
02/05/20,Delhi,-,-,1167,61,3738
02/05/20,Goa,-,-,7,0,7
02/05/20,Gujarat,-,-,735,236,4721
02/05/20,Haryana,-,-,227,4,360
02/05/20,Himachal Pradesh,-,-,30,1,40
02/05/20,Jammu and Kashmir,-,-,247,8,639
02/05/20,Jharkhand,-,-,20,3,111
02/05/20,Karnataka,-,-,251,22,589
02/05/20,Kerala,-,-,392,4,497
02/05/20,Ladakh,-,-,17,0,22
02/05/20,Madhya Pradesh,-,-,524,145,2719
02/05/20,Maharashtra,-,-,1879,485,11506
02/05/20,Manipur,-,-,2,0,2
02/05/20,Meghalaya,-,-,0,1,12
02/05/20,Mizoram,-,-,0,0,1
02/05/20,Odisha,-,-,55,1,149
02/05/20,Puducherry,-,-,5,0,8
02/05/20,Punjab,-,-,90,19,480
02/05/20,Rajasthan,-,-,1116,62,2666
02/05/20,Tamil Nadu,-,-,1312,28,2526
02/05/20,Telengana,-,-,441,26,1039
02/05/20,Tripura,-,-,2,0,2
02/05/20,Uttarakhand,-,-,36,0,58
02/05/20,Uttar Pradesh,-,-,654,42,2328
02/05/20,West Bengal,-,-,139,33,795
03/05/20,Andaman and Nicobar Islands,-,-,17,0,33
03/05/20,Andhra Pradesh,-,-,488,33,1583
03/05/20,Arunachal Pradesh,-,-,1,0,1
03/05/20,Assam,-,-,32,1,43
03/05/20,Bihar,-,-,117,4,482
03/05/20,Chandigarh,-,-,19,0,94
03/05/20,Chhattisgarh,-,-,36,0,43
03/05/20,Delhi,-,-,1256,64,4122
03/05/20,Goa,-,-,7,0,7
03/05/20,Gujarat,-,-,896,262,5055
03/05/20,Haryana,-,-,227,4,394
03/05/20,Himachal Pradesh,-,-,33,1,40
03/05/20,Jammu and Kashmir,-,-,254,8,666
03/05/20,Jharkhand,-,-,22,3,115
03/05/20,Karnataka,-,-,282,25,606
03/05/20,Kerala,-,-,400,4,500
03/05/20,Ladakh,-,-,17,0,40
03/05/20,Madhya Pradesh,-,-,798,156,2846
03/05/20,Maharashtra,-,-,2000,521,12296
03/05/20,Manipur,-,-,2,0,2
03/05/20,Meghalaya,-,-,0,1,12
03/05/20,Mizoram,-,-,0,0,1
03/05/20,Odisha,-,-,56,1,160
03/05/20,Puducherry,-,-,5,0,8
03/05/20,Punjab,-,-,112,20,772
03/05/20,Rajasthan,-,-,1121,65,2772
03/05/20,Tamil Nadu,-,-,1341,29,2757
03/05/20,Telengana,-,-,458,28,1063
03/05/20,Tripura,-,-,2,0,4
03/05/20,Uttarakhand,-,-,39,0,59
03/05/20,Uttar Pradesh,-,-,698,43,2626
03/05/20,West Bengal,-,-,151,33,922
04/05/20,Andaman and Nicobar Islands,-,-,32,0,33
04/05/20,Andhra Pradesh,-,-,524,36,1650
04/05/20,Arunachal Pradesh,-,-,1,0,1
04/05/20,Assam,-,-,32,1,43
04/05/20,Bihar,-,-,125,4,517
04/05/20,Chandigarh,-,-,19,0,94
04/05/20,Chhattisgarh,-,-,36,0,57
04/05/20,Delhi,-,-,1362,64,4549
04/05/20,Goa,-,-,7,0,7
04/05/20,Gujarat,-,-,1042,290,5428
04/05/20,Haryana,-,-,245,5,442
04/05/20,Himachal Pradesh,-,-,34,1,40
04/05/20,Jammu and Kashmir,-,-,287,8,701
04/05/20,Jharkhand,-,-,22,3,115
04/05/20,Karnataka,-,-,304,26,642
04/05/20,Kerala,-,-,401,4,500
04/05/20,Ladakh,-,-,17,0,41
04/05/20,Madhya Pradesh,-,-,798,165,2942
04/05/20,Maharashtra,-,-,2115,548,12974
04/05/20,Manipur,-,-,2,0,2
04/05/20,Meghalaya,-,-,0,1,12
04/05/20,Mizoram,-,-,0,0,1
04/05/20,Odisha,-,-,60,1,163
04/05/20,Puducherry,-,-,5,0,8
04/05/20,Punjab,-,-,117,21,1102
04/05/20,Rajasthan,-,-,1356,71,2886
04/05/20,Tamil Nadu,-,-,1379,30,3023
04/05/20,Telengana,-,-,490,29,1082
04/05/20,Tripura,-,-,2,0,16
04/05/20,Uttarakhand,-,-,39,1,60
04/05/20,Uttar Pradesh,-,-,758,45,2742
04/05/20,West Bengal,-,-,151,35,963
05/05/20,Andaman and Nicobar Islands,-,-,32,0,33
05/05/20,Andhra Pradesh,-,-,589,36,1717
05/05/20,Arunachal Pradesh,-,-,1,0,1
05/05/20,Assam,-,-,32,1,43
05/05/20,Bihar,-,-,130,4,529
05/05/20,Chandigarh,-,-,21,1,102
05/05/20,Chhattisgarh,-,-,36,0,58
05/05/20,Delhi,-,-,1431,64,4898
05/05/20,Goa,-,-,7,0,7
05/05/20,Gujarat,-,-,1195,319,5804
05/05/20,Haryana,-,-,254,6,517
05/05/20,Himachal Pradesh,-,-,38,1,41
05/05/20,Jammu and Kashmir,-,-,303,8,726
05/05/20,Jharkhand,-,-,27,3,115
05/05/20,Karnataka,-,-,324,28,659
05/05/20,Kerala,-,-,462,4,500
05/05/20,Ladakh,-,-,17,0,41
05/05/20,Madhya Pradesh,-,-,1000,176,3049
05/05/20,Maharashtra,-,-,2465,583,14541
05/05/20,Manipur,-,-,2,0,2
05/05/20,Meghalaya,-,-,10,1,12
05/05/20,Mizoram,-,-,0,0,1
05/05/20,Odisha,-,-,60,1,170
05/05/20,Puducherry,-,-,6,0,9
05/05/20,Punjab,-,-,128,23,1233
05/05/20,Rajasthan,-,-,1394,77,3061
05/05/20,Tamil Nadu,-,-,1409,31,3550
05/05/20,Telengana,-,-,585,29,1085
05/05/20,Tripura,-,-,2,0,29
05/05/20,Uttarakhand,-,-,39,1,60
05/05/20,Uttar Pradesh,-,-,944,53,2859
05/05/20,West Bengal,-,-,218,133,1259
06/05/20,Andaman and Nicobar Islands,-,-,32,0,33
06/05/20,Andhra Pradesh,-,-,589,36,1717
06/05/20,Arunachal Pradesh,-,-,1,0,1
06/05/20,Assam,-,-,32,1,43
06/05/20,Bihar,-,-,142,4,536
06/05/20,Chandigarh,-,-,21,1,111
06/05/20,Chhattisgarh,-,-,36,0,59
06/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
06/05/20,Delhi,-,-,1468,64,5104
06/05/20,Goa,-,-,7,0,7
06/05/20,Gujarat,-,-,1381,368,6245
06/05/20,Haryana,-,-,256,6,548
06/05/20,Himachal Pradesh,-,-,38,2,42
06/05/20,Jammu and Kashmir,-,-,320,8,741
06/05/20,Jharkhand,-,-,33,3,125
06/05/20,Karnataka,-,-,331,29,671
06/05/20,Kerala,-,-,462,4,502
06/05/20,Ladakh,-,-,17,0,41
06/05/20,Madhya Pradesh,-,-,1000,176,3049
06/05/20,Maharashtra,-,-,2819,617,15525
06/05/20,Manipur,-,-,2,0,2
06/05/20,Meghalaya,-,-,10,1,12
06/05/20,Mizoram,-,-,0,0,1
06/05/20,Odisha,-,-,60,1,175
06/05/20,Puducherry,-,-,6,0,9
06/05/20,Punjab,-,-,133,25,1451
06/05/20,Rajasthan,-,-,1525,89,3158
06/05/20,Tamil Nadu,-,-,1485,33,4058
06/05/20,Telengana,-,-,585,29,1096
06/05/20,Tripura,-,-,2,0,43
06/05/20,Uttarakhand,-,-,39,1,61
06/05/20,Uttar Pradesh,-,-,987,56,2880
06/05/20,West Bengal,-,-,364,140,1344
07/05/20,Andaman and Nicobar Islands,-,-,32,0,33
07/05/20,Andhra Pradesh,-,-,729,36,1777
07/05/20,Arunachal Pradesh,-,-,1,0,1
07/05/20,Assam,-,-,32,1,45
07/05/20,Bihar,-,-,188,4,542
07/05/20,Chandigarh,-,-,21,1,120
07/05/20,Chhattisgarh,-,-,36,0,59
07/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
07/05/20,Delhi,-,-,1542,65,5532
07/05/20,Goa,-,-,7,0,7
07/05/20,Gujarat,-,-,1500,396,6625
07/05/20,Haryana,-,-,260,7,594
07/05/20,Himachal Pradesh,-,-,38,2,45
07/05/20,Jammu and Kashmir,-,-,322,8,775
07/05/20,Jharkhand,-,-,37,3,127
07/05/20,Karnataka,-,-,354,29,693
07/05/20,Kerala,-,-,469,4,503
07/05/20,Ladakh,-,-,17,0,41
07/05/20,Madhya Pradesh,-,-,1099,185,3138
07/05/20,Maharashtra,-,-,3094,651,16758
07/05/20,Manipur,-,-,2,0,2
07/05/20,Meghalaya,-,-,10,1,12
07/05/20,Mizoram,-,-,0,0,1
07/05/20,Odisha,-,-,61,2,185
07/05/20,Puducherry,-,-,6,0,9
07/05/20,Punjab,-,-,135,27,1516
07/05/20,Rajasthan,-,-,1596,92,3317
07/05/20,Tamil Nadu,-,-,1516,35,4829
07/05/20,Telengana,-,-,628,29,1107
07/05/20,Tripura,-,-,2,0,43
07/05/20,Uttarakhand,-,-,39,1,61
07/05/20,Uttar Pradesh,-,-,1130,60,2998
07/05/20,West Bengal,-,-,364,144,1456
08/05/20,Andaman and Nicobar Islands,-,-,33,0,33
08/05/20,Andhra Pradesh,-,-,780,38,1847
08/05/20,Arunachal Pradesh,-,-,1,0,1
08/05/20,Assam,-,-,34,1,54
08/05/20,Bihar,-,-,246,5,550
08/05/20,Chandigarh,-,-,21,1,135
08/05/20,Chhattisgarh,-,-,38,0,59
08/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
08/05/20,Delhi,-,-,1931,66,5980
08/05/20,Goa,-,-,7,0,7
08/05/20,Gujarat,-,-,1709,425,7012
08/05/20,Haryana,-,-,260,7,625
08/05/20,Himachal Pradesh,-,-,38,2,46
08/05/20,Jammu and Kashmir,-,-,335,9,793
08/05/20,Jharkhand,-,-,41,3,132
08/05/20,Karnataka,-,-,366,30,705
08/05/20,Kerala,-,-,474,4,503
08/05/20,Ladakh,-,-,17,0,42
08/05/20,Madhya Pradesh,-,-,1231,193,3252
08/05/20,Maharashtra,-,-,3301,694,17974
08/05/20,Manipur,-,-,2,0,2
08/05/20,Meghalaya,-,-,10,1,12
08/05/20,Mizoram,-,-,0,0,1
08/05/20,Odisha,-,-,62,2,219
08/05/20,Puducherry,-,-,6,0,9
08/05/20,Punjab,-,-,149,28,1644
08/05/20,Rajasthan,-,-,1596,97,3427
08/05/20,Tamil Nadu,-,-,1547,37,5409
08/05/20,Telengana,-,-,650,29,1123
08/05/20,Tripura,-,-,2,0,65
08/05/20,Uttarakhand,-,-,39,1,61
08/05/20,Uttar Pradesh,-,-,1250,62,3071
08/05/20,West Bengal,-,-,364,151,1548
09/05/20,Andaman and Nicobar Islands,-,-,33,0,33
09/05/20,Andhra Pradesh,-,-,842,41,1887
09/05/20,Arunachal Pradesh,-,-,1,0,1
09/05/20,Assam,-,-,34,1,59
09/05/20,Bihar,-,-,297,5,571
09/05/20,Chandigarh,-,-,21,1,150
09/05/20,Chhattisgarh,-,-,38,0,59
09/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
09/05/20,Delhi,-,-,2020,68,6318
09/05/20,Goa,-,-,7,0,7
09/05/20,Gujarat,-,-,1872,449,7402
09/05/20,Haryana,-,-,279,8,647
09/05/20,Himachal Pradesh,-,-,38,2,50
09/05/20,Jammu and Kashmir,-,-,364,9,823
09/05/20,Jharkhand,-,-,52,3,132
09/05/20,Karnataka,-,-,376,30,753
09/05/20,Kerala,-,-,484,4,503
09/05/20,Ladakh,-,-,17,0,42
09/05/20,Madhya Pradesh,-,-,1349,200,3341
09/05/20,Maharashtra,-,-,3470,731,19063
09/05/20,Manipur,-,-,2,0,2
09/05/20,Meghalaya,-,-,10,1,12
09/05/20,Mizoram,-,-,0,0,1
09/05/20,Odisha,-,-,63,2,271
09/05/20,Puducherry,-,-,6,0,9
09/05/20,Punjab,-,-,152,29,1731
09/05/20,Rajasthan,-,-,1916,101,3579
09/05/20,Tamil Nadu,-,-,1605,40,6009
09/05/20,Telengana,-,-,700,29,1133
09/05/20,Tripura,-,-,2,0,118
09/05/20,Uttarakhand,-,-,46,1,63
09/05/20,Uttar Pradesh,-,-,1387,66,3214
09/05/20,West Bengal,-,-,364,160,1678
10/05/20,Andaman and Nicobar Islands,-,-,33,0,33
10/05/20,Andhra Pradesh,-,-,887,44,1930
10/05/20,Arunachal Pradesh,-,-,1,0,1
10/05/20,Assam,-,-,34,2,63
10/05/20,Bihar,-,-,322,5,591
10/05/20,Chandigarh,-,-,24,2,169
10/05/20,Chhattisgarh,-,-,43,0,59
10/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
10/05/20,Delhi,-,-,2020,73,6542
10/05/20,Goa,-,-,7,0,7
10/05/20,Gujarat,-,-,2091,472,7796
10/05/20,Haryana,-,-,290,9,675
10/05/20,Himachal Pradesh,-,-,38,2,50
10/05/20,Jammu and Kashmir,-,-,368,9,836
10/05/20,Jharkhand,-,-,78,3,156
10/05/20,Karnataka,-,-,386,30,794
10/05/20,Kerala,-,-,485,4,505
10/05/20,Ladakh,-,-,17,0,42
10/05/20,Madhya Pradesh,-,-,1676,215,3614
10/05/20,Maharashtra,-,-,3800,779,20228
10/05/20,Manipur,-,-,2,0,2
10/05/20,Meghalaya,-,-,10,1,13
10/05/20,Mizoram,-,-,1,0,1
10/05/20,Odisha,-,-,63,2,294
10/05/20,Puducherry,-,-,6,0,9
10/05/20,Punjab,-,-,157,31,1762
10/05/20,Rajasthan,-,-,2026,106,3708
10/05/20,Tamil Nadu,-,-,1824,44,6535
10/05/20,Telengana,-,-,750,30,1163
10/05/20,Tripura,-,-,2,0,134
10/05/20,Uttarakhand,-,-,46,1,67
10/05/20,Uttar Pradesh,-,-,1499,74,3373
10/05/20,West Bengal,-,-,372,171,1786
11/05/20,Andaman and Nicobar Islands,-,-,33,0,33
11/05/20,Andhra Pradesh,-,-,925,45,1980
11/05/20,Arunachal Pradesh,-,-,1,0,1
11/05/20,Assam,-,-,34,2,63
11/05/20,Bihar,-,-,365,6,696
11/05/20,Chandigarh,-,-,24,2,169
11/05/20,Chhattisgarh,-,-,49,0,59
11/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
11/05/20,Delhi,-,-,2069,73,6923
11/05/20,Goa,-,-,7,0,7
11/05/20,Gujarat,-,-,2545,493,8194
11/05/20,Haryana,-,-,300,10,703
11/05/20,Himachal Pradesh,-,-,39,2,55
11/05/20,Jammu and Kashmir,-,-,383,9,861
11/05/20,Jharkhand,-,-,78,3,157
11/05/20,Karnataka,-,-,424,31,848
11/05/20,Kerala,-,-,489,4,512
11/05/20,Ladakh,-,-,21,0,42
11/05/20,Madhya Pradesh,-,-,1676,215,3614
11/05/20,Maharashtra,-,-,4199,832,22171
11/05/20,Manipur,-,-,2,0,2
11/05/20,Meghalaya,-,-,10,1,13
11/05/20,Mizoram,-,-,1,0,1
11/05/20,Odisha,-,-,68,3,377
11/05/20,Puducherry,-,-,6,0,9
11/05/20,Punjab,-,-,166,31,1823
11/05/20,Rajasthan,-,-,2176,107,3814
11/05/20,Tamil Nadu,-,-,1959,47,7204
11/05/20,Telengana,-,-,750,30,1196
11/05/20,Tripura,-,-,2,0,150
11/05/20,Uttarakhand,-,-,46,1,68
11/05/20,Uttar Pradesh,-,-,1653,74,3467
11/05/20,West Bengal,-,-,417,185,1939
12/05/20,Andaman and Nicobar Islands,-,-,33,0,33
12/05/20,Andhra Pradesh,-,-,975,45,2018
12/05/20,Arunachal Pradesh,-,-,1,0,1
12/05/20,Assam,-,-,34,2,65
12/05/20,Bihar,-,-,377,6,747
12/05/20,Chandigarh,-,-,24,2,174
12/05/20,Chhattisgarh,-,-,53,0,59
12/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
12/05/20,Delhi,-,-,2129,73,7233
12/05/20,Goa,-,-,7,0,7
12/05/20,Gujarat,-,-,2780,513,8541
12/05/20,Haryana,-,-,337,11,730
12/05/20,Himachal Pradesh,-,-,39,2,59
12/05/20,Jammu and Kashmir,-,-,427,10,879
12/05/20,Jharkhand,-,-,78,3,160
12/05/20,Karnataka,-,-,426,31,862
12/05/20,Kerala,-,-,489,4,519
12/05/20,Ladakh,-,-,21,0,42
12/05/20,Madhya Pradesh,-,-,1747,221,3785
12/05/20,Maharashtra,-,-,4786,868,23401
12/05/20,Manipur,-,-,2,0,2
12/05/20,Meghalaya,-,-,10,1,13
12/05/20,Mizoram,-,-,1,0,1
12/05/20,Odisha,-,-,85,3,414
12/05/20,Puducherry,-,-,6,0,12
12/05/20,Punjab,-,-,168,31,1877
12/05/20,Rajasthan,-,-,2264,113,3988
12/05/20,Tamil Nadu,-,-,2051,53,8002
12/05/20,Telengana,-,-,800,30,1275
12/05/20,Tripura,-,-,2,0,152
12/05/20,Uttarakhand,-,-,46,1,68
12/05/20,Uttar Pradesh,-,-,1758,80,3573
12/05/20,West Bengal,-,-,499,190,2063
13/05/20,Andaman and Nicobar Islands,-,-,33,0,33
13/05/20,Andhra Pradesh,-,-,1056,46,2090
13/05/20,Arunachal Pradesh,-,-,1,0,1
13/05/20,Assam,-,-,39,2,65
13/05/20,Bihar,-,-,383,6,831
13/05/20,Chandigarh,-,-,28,3,187
13/05/20,Chhattisgarh,-,-,54,0,59
13/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
13/05/20,Delhi,-,-,2512,86,7639
13/05/20,Goa,-,-,7,0,7
13/05/20,Gujarat,-,-,3246,537,8903
13/05/20,Haryana,-,-,342,11,780
13/05/20,Himachal Pradesh,-,-,39,2,65
13/05/20,Jammu and Kashmir,-,-,455,10,934
13/05/20,Jharkhand,-,-,79,3,172
13/05/20,Karnataka,-,-,433,31,925
13/05/20,Kerala,-,-,489,4,524
13/05/20,Ladakh,-,-,21,0,42
13/05/20,Madhya Pradesh,-,-,1860,225,3986
13/05/20,Maharashtra,-,-,5125,921,24427
13/05/20,Manipur,-,-,2,0,2
13/05/20,Meghalaya,-,-,10,1,13
13/05/20,Mizoram,-,-,1,0,1
13/05/20,Odisha,-,-,116,3,437
13/05/20,Puducherry,-,-,9,1,13
13/05/20,Punjab,-,-,171,32,1914
13/05/20,Rajasthan,-,-,2378,117,4126
13/05/20,Tamil Nadu,-,-,2134,61,8718
13/05/20,Telengana,-,-,830,32,1326
13/05/20,Tripura,-,-,2,0,154
13/05/20,Uttarakhand,-,-,46,1,69
13/05/20,Uttar Pradesh,-,-,1873,82,3664
13/05/20,West Bengal,-,-,612,198,2173
14/05/20,Andaman and Nicobar Islands,-,-,33,0,33
14/05/20,Andhra Pradesh,-,-,1142,47,2137
14/05/20,Arunachal Pradesh,-,-,1,0,1
14/05/20,Assam,-,-,39,2,80
14/05/20,Bihar,-,-,388,7,940
14/05/20,Chandigarh,-,-,28,3,187
14/05/20,Chhattisgarh,-,-,55,0,59
14/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
14/05/20,Delhi,-,-,2858,106,7998
14/05/20,Goa,-,-,7,0,7
14/05/20,Gujarat,-,-,3562,566,9267
14/05/20,Haryana,-,-,418,11,793
14/05/20,Himachal Pradesh,-,-,39,2,66
14/05/20,Jammu and Kashmir,-,-,466,11,971
14/05/20,Jharkhand,-,-,79,3,173
14/05/20,Karnataka,-,-,451,33,959
14/05/20,Kerala,-,-,490,4,534
14/05/20,Ladakh,-,-,22,0,43
14/05/20,Madhya Pradesh,-,-,2004,232,4173
14/05/20,Maharashtra,-,-,5547,975,25922
14/05/20,Manipur,-,-,2,0,2
14/05/20,Meghalaya,-,-,10,1,13
14/05/20,Mizoram,-,-,1,0,1
14/05/20,Odisha,-,-,143,3,538
14/05/20,Puducherry,-,-,9,1,13
14/05/20,Punjab,-,-,200,32,1924
14/05/20,Rajasthan,-,-,2459,121,4328
14/05/20,Tamil Nadu,-,-,2176,64,9227
14/05/20,Telengana,-,-,940,34,1367
14/05/20,Tripura,-,-,16,0,155
14/05/20,Uttarakhand,-,-,46,1,72
14/05/20,Uttar Pradesh,-,-,1902,83,3729
14/05/20,West Bengal,-,-,702,207,2290
15/05/20,Andaman and Nicobar Islands,-,-,33,0,33
15/05/20,Andhra Pradesh,-,-,1192,48,2205
15/05/20,Arunachal Pradesh,-,-,1,0,1
15/05/20,Assam,-,-,39,2,87
15/05/20,Bihar,-,-,411,7,994
15/05/20,Chandigarh,-,-,37,3,191
15/05/20,Chhattisgarh,-,-,56,0,60
15/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
15/05/20,Delhi,-,-,3045,115,8470
15/05/20,Goa,-,-,7,0,14
15/05/20,Gujarat,-,-,3753,586,9591
15/05/20,Haryana,-,-,439,11,818
15/05/20,Himachal Pradesh,-,-,39,2,74
15/05/20,Jammu and Kashmir,-,-,485,11,983
15/05/20,Jharkhand,-,-,87,3,197
15/05/20,Karnataka,-,-,460,35,987
15/05/20,Kerala,-,-,491,4,560
15/05/20,Ladakh,-,-,22,0,43
15/05/20,Madhya Pradesh,-,-,2171,237,4426
15/05/20,Maharashtra,-,-,6059,1019,27524
15/05/20,Manipur,-,-,2,0,3
15/05/20,Meghalaya,-,-,11,1,13
15/05/20,Mizoram,-,-,1,0,1
15/05/20,Odisha,-,-,158,3,611
15/05/20,Puducherry,-,-,9,1,13
15/05/20,Punjab,-,-,223,32,1935
15/05/20,Rajasthan,-,-,2580,125,4534
15/05/20,Tamil Nadu,-,-,2240,66,9674
15/05/20,Telengana,-,-,950,34,1414
15/05/20,Tripura,-,-,29,0,156
15/05/20,Uttarakhand,-,-,50,1,78
15/05/20,Uttar Pradesh,-,-,2072,88,3902
15/05/20,West Bengal,-,-,768,215,2377
16/05/20,Andaman and Nicobar Islands,-,-,33,0,33
16/05/20,Andhra Pradesh,-,-,1252,48,2307
16/05/20,Arunachal Pradesh,-,-,1,0,1
16/05/20,Assam,-,-,41,2,90
16/05/20,Bihar,-,-,438,7,1018
16/05/20,Chandigarh,-,-,37,3,191
16/05/20,Chhattisgarh,-,-,56,0,66
16/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
16/05/20,Delhi,-,-,3518,123,8895
16/05/20,Goa,-,-,7,0,15
16/05/20,Gujarat,-,-,4035,606,9931
16/05/20,Haryana,-,-,439,11,818
16/05/20,Himachal Pradesh,-,-,39,3,76
16/05/20,Jammu and Kashmir,-,-,513,11,1013
16/05/20,Jharkhand,-,-,87,3,203
16/05/20,Karnataka,-,-,480,36,1056
16/05/20,Kerala,-,-,492,4,576
16/05/20,Ladakh,-,-,22,0,43
16/05/20,Madhya Pradesh,-,-,2283,239,4595
16/05/20,Maharashtra,-,-,6564,1068,29100
16/05/20,Manipur,-,-,2,0,3
16/05/20,Meghalaya,-,-,11,1,13
16/05/20,Mizoram,-,-,1,0,1
16/05/20,Odisha,-,-,166,3,672
16/05/20,Puducherry,-,-,9,1,13
16/05/20,Punjab,-,-,305,32,1935
16/05/20,Rajasthan,-,-,2677,125,4727
16/05/20,Tamil Nadu,-,-,2599,71,10108
16/05/20,Telengana,-,-,959,34,1454
16/05/20,Tripura,-,-,42,0,156
16/05/20,Uttarakhand,-,-,51,1,82
16/05/20,Uttar Pradesh,-,-,2165,95,4057
16/05/20,West Bengal,-,-,829,225,2461
17/05/20,Andaman and Nicobar Islands,-,-,33,0,33
17/05/20,Andhra Pradesh,-,-,1353,49,2355
17/05/20,Arunachal Pradesh,-,-,1,0,1
17/05/20,Assam,-,-,41,2,92
17/05/20,Bihar,-,-,453,7,1179
17/05/20,Chandigarh,-,-,51,3,191
17/05/20,Chhattisgarh,-,-,56,0,67
17/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
17/05/20,Delhi,-,-,3926,129,9333
17/05/20,Goa,-,-,7,0,17
17/05/20,Gujarat,-,-,4308,625,10988
17/05/20,Haryana,-,-,514,13,887
17/05/20,Himachal Pradesh,-,-,43,3,78
17/05/20,Jammu and Kashmir,-,-,542,12,1121
17/05/20,Jharkhand,-,-,113,3,217
17/05/20,Karnataka,-,-,496,36,1092
17/05/20,Kerala,-,-,495,4,587
17/05/20,Ladakh,-,-,22,0,43
17/05/20,Madhya Pradesh,-,-,2315,243,4789
17/05/20,Maharashtra,-,-,7088,1135,30706
17/05/20,Manipur,-,-,2,0,7
17/05/20,Meghalaya,-,-,11,1,13
17/05/20,Mizoram,-,-,1,0,1
17/05/20,Odisha,-,-,196,3,737
17/05/20,Puducherry,-,-,9,1,13
17/05/20,Punjab,-,-,1257,32,1946
17/05/20,Rajasthan,-,-,2839,126,4960
17/05/20,Tamil Nadu,-,-,3538,74,10585
17/05/20,Telengana,-,-,971,34,1509
17/05/20,Tripura,-,-,64,0,167
17/05/20,Uttarakhand,-,-,51,1,88
17/05/20,Uttar Pradesh,-,-,2441,104,4258
17/05/20,West Bengal,-,-,872,232,2576
18/05/20,Andaman and Nicobar Islands,-,-,33,0,33
18/05/20,Andhra Pradesh,-,-,1456,50,2407
18/05/20,Arunachal Pradesh,-,-,1,0,1
18/05/20,Assam,-,-,41,2,101
18/05/20,Bihar,-,-,475,8,1262
18/05/20,Chandigarh,-,-,51,3,191
18/05/20,Chhattisgarh,-,-,59,0,86
18/05/20,Dadra and Nagar Haveli and Daman and Diu,-,-,0,0,1
18/05/20,Delhi,-,-,4485,160,10054
18/05/20,Goa,-,-,7,0,29
18/05/20,Gujarat,-,-,4499,659,11379
18/05/20,Haryana,-,-,562,14,910
18/05/20,Himachal Pradesh,-,-,44,3,80
18/05/20,Jammu and Kashmir,-,-,575,13,1183
18/05/20,Jharkhand,-,-,113,3,223
18/05/20,Karnataka,-,-,509,37,1147
